uq_run_id,panel,dataset,subset,model,seed,method,rul_label,sensor_set,source_run_id,source_output_mode,status,output_path,notes
uq_ref_v1__kill__fd004__lstm__linear_uncapped__all_21__seed37__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lstm,37,residual_split_cp,linear_uncapped,all_21,kill_v1__fd004__lstm__linear_uncapped__all_21__seed37,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lstm__linear_uncapped__all_21__seed37__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lstm__linear_uncapped__all_21__seed53__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lstm,53,residual_split_cp,linear_uncapped,all_21,kill_v1__fd004__lstm__linear_uncapped__all_21__seed53,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lstm__linear_uncapped__all_21__seed53__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lstm__linear_uncapped__all_21__seed71__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lstm,71,residual_split_cp,linear_uncapped,all_21,kill_v1__fd004__lstm__linear_uncapped__all_21__seed71,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lstm__linear_uncapped__all_21__seed71__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lstm__linear_uncapped__common_14__seed11__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lstm,11,residual_split_cp,linear_uncapped,common_14,kill_v1__fd004__lstm__linear_uncapped__common_14__seed11,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lstm__linear_uncapped__common_14__seed11__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lstm__linear_uncapped__common_14__seed23__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lstm,23,residual_split_cp,linear_uncapped,common_14,kill_v1__fd004__lstm__linear_uncapped__common_14__seed23,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lstm__linear_uncapped__common_14__seed23__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lstm__linear_uncapped__common_14__seed37__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lstm,37,residual_split_cp,linear_uncapped,common_14,kill_v1__fd004__lstm__linear_uncapped__common_14__seed37,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lstm__linear_uncapped__common_14__seed37__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lstm__linear_uncapped__common_14__seed53__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lstm,53,residual_split_cp,linear_uncapped,common_14,kill_v1__fd004__lstm__linear_uncapped__common_14__seed53,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lstm__linear_uncapped__common_14__seed53__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lstm__linear_uncapped__common_14__seed71__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lstm,71,residual_split_cp,linear_uncapped,common_14,kill_v1__fd004__lstm__linear_uncapped__common_14__seed71,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lstm__linear_uncapped__common_14__seed71__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__all_21__seed11__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,11,residual_split_cp,piecewise_125,all_21,kill_v1__fd004__cnn_1d__piecewise_125__all_21__seed11,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__all_21__seed11__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__all_21__seed23__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,23,residual_split_cp,piecewise_125,all_21,kill_v1__fd004__cnn_1d__piecewise_125__all_21__seed23,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__all_21__seed23__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__all_21__seed37__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,37,residual_split_cp,piecewise_125,all_21,kill_v1__fd004__cnn_1d__piecewise_125__all_21__seed37,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__all_21__seed37__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__all_21__seed53__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,53,residual_split_cp,piecewise_125,all_21,kill_v1__fd004__cnn_1d__piecewise_125__all_21__seed53,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__all_21__seed53__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__all_21__seed71__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,71,residual_split_cp,piecewise_125,all_21,kill_v1__fd004__cnn_1d__piecewise_125__all_21__seed71,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__all_21__seed71__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__common_14__seed11__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,11,residual_split_cp,piecewise_125,common_14,kill_v1__fd004__cnn_1d__piecewise_125__common_14__seed11,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__common_14__seed11__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__common_14__seed23__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,23,residual_split_cp,piecewise_125,common_14,kill_v1__fd004__cnn_1d__piecewise_125__common_14__seed23,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__common_14__seed23__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__common_14__seed37__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,37,residual_split_cp,piecewise_125,common_14,kill_v1__fd004__cnn_1d__piecewise_125__common_14__seed37,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__common_14__seed37__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__common_14__seed53__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,53,residual_split_cp,piecewise_125,common_14,kill_v1__fd004__cnn_1d__piecewise_125__common_14__seed53,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__common_14__seed53__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__common_14__seed71__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,71,residual_split_cp,piecewise_125,common_14,kill_v1__fd004__cnn_1d__piecewise_125__common_14__seed71,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__piecewise_125__common_14__seed71__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__all_21__seed11__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,11,residual_split_cp,linear_uncapped,all_21,kill_v1__fd004__cnn_1d__linear_uncapped__all_21__seed11,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__all_21__seed11__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__all_21__seed23__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,23,residual_split_cp,linear_uncapped,all_21,kill_v1__fd004__cnn_1d__linear_uncapped__all_21__seed23,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__all_21__seed23__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__all_21__seed37__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,37,residual_split_cp,linear_uncapped,all_21,kill_v1__fd004__cnn_1d__linear_uncapped__all_21__seed37,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__all_21__seed37__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__all_21__seed53__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,53,residual_split_cp,linear_uncapped,all_21,kill_v1__fd004__cnn_1d__linear_uncapped__all_21__seed53,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__all_21__seed53__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__all_21__seed71__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,71,residual_split_cp,linear_uncapped,all_21,kill_v1__fd004__cnn_1d__linear_uncapped__all_21__seed71,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__all_21__seed71__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__common_14__seed11__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,11,residual_split_cp,linear_uncapped,common_14,kill_v1__fd004__cnn_1d__linear_uncapped__common_14__seed11,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__common_14__seed11__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__common_14__seed23__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,23,residual_split_cp,linear_uncapped,common_14,kill_v1__fd004__cnn_1d__linear_uncapped__common_14__seed23,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__common_14__seed23__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__common_14__seed37__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,37,residual_split_cp,linear_uncapped,common_14,kill_v1__fd004__cnn_1d__linear_uncapped__common_14__seed37,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__common_14__seed37__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__common_14__seed53__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,53,residual_split_cp,linear_uncapped,common_14,kill_v1__fd004__cnn_1d__linear_uncapped__common_14__seed53,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__common_14__seed53__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__common_14__seed71__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,cnn_1d,71,residual_split_cp,linear_uncapped,common_14,kill_v1__fd004__cnn_1d__linear_uncapped__common_14__seed71,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__cnn_1d__linear_uncapped__common_14__seed71__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__piecewise_125__all_21__seed11__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,11,residual_split_cp,piecewise_125,all_21,kill_v1__fd004__lightgbm__piecewise_125__all_21__seed11,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__piecewise_125__all_21__seed11__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__piecewise_125__all_21__seed23__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,23,residual_split_cp,piecewise_125,all_21,kill_v1__fd004__lightgbm__piecewise_125__all_21__seed23,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__piecewise_125__all_21__seed23__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__piecewise_125__all_21__seed37__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,37,residual_split_cp,piecewise_125,all_21,kill_v1__fd004__lightgbm__piecewise_125__all_21__seed37,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__piecewise_125__all_21__seed37__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__piecewise_125__all_21__seed53__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,53,residual_split_cp,piecewise_125,all_21,kill_v1__fd004__lightgbm__piecewise_125__all_21__seed53,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__piecewise_125__all_21__seed53__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__piecewise_125__all_21__seed71__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,71,residual_split_cp,piecewise_125,all_21,kill_v1__fd004__lightgbm__piecewise_125__all_21__seed71,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__piecewise_125__all_21__seed71__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__piecewise_125__common_14__seed11__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,11,residual_split_cp,piecewise_125,common_14,kill_v1__fd004__lightgbm__piecewise_125__common_14__seed11,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__piecewise_125__common_14__seed11__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__piecewise_125__common_14__seed23__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,23,residual_split_cp,piecewise_125,common_14,kill_v1__fd004__lightgbm__piecewise_125__common_14__seed23,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__piecewise_125__common_14__seed23__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__piecewise_125__common_14__seed37__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,37,residual_split_cp,piecewise_125,common_14,kill_v1__fd004__lightgbm__piecewise_125__common_14__seed37,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__piecewise_125__common_14__seed37__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__piecewise_125__common_14__seed53__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,53,residual_split_cp,piecewise_125,common_14,kill_v1__fd004__lightgbm__piecewise_125__common_14__seed53,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__piecewise_125__common_14__seed53__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__piecewise_125__common_14__seed71__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,71,residual_split_cp,piecewise_125,common_14,kill_v1__fd004__lightgbm__piecewise_125__common_14__seed71,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__piecewise_125__common_14__seed71__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__all_21__seed11__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,11,residual_split_cp,linear_uncapped,all_21,kill_v1__fd004__lightgbm__linear_uncapped__all_21__seed11,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__all_21__seed11__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__all_21__seed23__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,23,residual_split_cp,linear_uncapped,all_21,kill_v1__fd004__lightgbm__linear_uncapped__all_21__seed23,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__all_21__seed23__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__all_21__seed37__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,37,residual_split_cp,linear_uncapped,all_21,kill_v1__fd004__lightgbm__linear_uncapped__all_21__seed37,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__all_21__seed37__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__all_21__seed53__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,53,residual_split_cp,linear_uncapped,all_21,kill_v1__fd004__lightgbm__linear_uncapped__all_21__seed53,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__all_21__seed53__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__all_21__seed71__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,71,residual_split_cp,linear_uncapped,all_21,kill_v1__fd004__lightgbm__linear_uncapped__all_21__seed71,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__all_21__seed71__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__common_14__seed11__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,11,residual_split_cp,linear_uncapped,common_14,kill_v1__fd004__lightgbm__linear_uncapped__common_14__seed11,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__common_14__seed11__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__common_14__seed23__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,23,residual_split_cp,linear_uncapped,common_14,kill_v1__fd004__lightgbm__linear_uncapped__common_14__seed23,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__common_14__seed23__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__common_14__seed37__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,37,residual_split_cp,linear_uncapped,common_14,kill_v1__fd004__lightgbm__linear_uncapped__common_14__seed37,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__common_14__seed37__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__common_14__seed53__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,53,residual_split_cp,linear_uncapped,common_14,kill_v1__fd004__lightgbm__linear_uncapped__common_14__seed53,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__common_14__seed53__residual_split_cp,artifact_validation_pass
uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__common_14__seed71__residual_split_cp,kill_protocol_sensitivity,FD004,FD004,lightgbm,71,residual_split_cp,linear_uncapped,common_14,kill_v1__fd004__lightgbm__linear_uncapped__common_14__seed71,point,completed,results/uq_reference/uq_ref_v1__kill__fd004__lightgbm__linear_uncapped__common_14__seed71__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__lstm__seed11__residual_split_cp,unified_reference,C-MAPSS,FD001,lstm,11,residual_split_cp,piecewise_125,common_14,unified_v1__fd001__lstm__seed11__point,point,completed,results/uq_reference/uq_ref_v1__unified__fd001__lstm__seed11__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__lstm__seed11__cqr,unified_reference,C-MAPSS,FD001,lstm,11,cqr,piecewise_125,common_14,unified_v1__fd001__lstm__seed11__quantile,quantile,completed,results/uq_reference/uq_ref_v1__unified__fd001__lstm__seed11__cqr,artifact_validation_pass
uq_ref_v1__unified__fd001__lstm__seed23__residual_split_cp,unified_reference,C-MAPSS,FD001,lstm,23,residual_split_cp,piecewise_125,common_14,unified_v1__fd001__lstm__seed23__point,point,completed,results/uq_reference/uq_ref_v1__unified__fd001__lstm__seed23__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__lstm__seed23__cqr,unified_reference,C-MAPSS,FD001,lstm,23,cqr,piecewise_125,common_14,unified_v1__fd001__lstm__seed23__quantile,quantile,completed,results/uq_reference/uq_ref_v1__unified__fd001__lstm__seed23__cqr,artifact_validation_pass
uq_ref_v1__unified__fd001__lstm__seed37__residual_split_cp,unified_reference,C-MAPSS,FD001,lstm,37,residual_split_cp,piecewise_125,common_14,unified_v1__fd001__lstm__seed37__point,point,completed,results/uq_reference/uq_ref_v1__unified__fd001__lstm__seed37__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__lstm__seed37__cqr,unified_reference,C-MAPSS,FD001,lstm,37,cqr,piecewise_125,common_14,unified_v1__fd001__lstm__seed37__quantile,quantile,completed,results/uq_reference/uq_ref_v1__unified__fd001__lstm__seed37__cqr,artifact_validation_pass
uq_ref_v1__unified__fd001__lstm__seed53__residual_split_cp,unified_reference,C-MAPSS,FD001,lstm,53,residual_split_cp,piecewise_125,common_14,unified_v1__fd001__lstm__seed53__point,point,completed,results/uq_reference/uq_ref_v1__unified__fd001__lstm__seed53__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__lstm__seed53__cqr,unified_reference,C-MAPSS,FD001,lstm,53,cqr,piecewise_125,common_14,unified_v1__fd001__lstm__seed53__quantile,quantile,completed,results/uq_reference/uq_ref_v1__unified__fd001__lstm__seed53__cqr,artifact_validation_pass
uq_ref_v1__unified__fd001__lstm__seed71__residual_split_cp,unified_reference,C-MAPSS,FD001,lstm,71,residual_split_cp,piecewise_125,common_14,unified_v1__fd001__lstm__seed71__point,point,completed,results/uq_reference/uq_ref_v1__unified__fd001__lstm__seed71__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__lstm__seed71__cqr,unified_reference,C-MAPSS,FD001,lstm,71,cqr,piecewise_125,common_14,unified_v1__fd001__lstm__seed71__quantile,quantile,completed,results/uq_reference/uq_ref_v1__unified__fd001__lstm__seed71__cqr,artifact_validation_pass
uq_ref_v1__unified__fd001__cnn_1d__seed11__residual_split_cp,unified_reference,C-MAPSS,FD001,cnn_1d,11,residual_split_cp,piecewise_125,common_14,unified_v1__fd001__cnn_1d__seed11__point,point,completed,results/uq_reference/uq_ref_v1__unified__fd001__cnn_1d__seed11__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__cnn_1d__seed11__cqr,unified_reference,C-MAPSS,FD001,cnn_1d,11,cqr,piecewise_125,common_14,unified_v1__fd001__cnn_1d__seed11__quantile,quantile,completed,results/uq_reference/uq_ref_v1__unified__fd001__cnn_1d__seed11__cqr,artifact_validation_pass
uq_ref_v1__unified__fd001__cnn_1d__seed23__residual_split_cp,unified_reference,C-MAPSS,FD001,cnn_1d,23,residual_split_cp,piecewise_125,common_14,unified_v1__fd001__cnn_1d__seed23__point,point,completed,results/uq_reference/uq_ref_v1__unified__fd001__cnn_1d__seed23__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__cnn_1d__seed23__cqr,unified_reference,C-MAPSS,FD001,cnn_1d,23,cqr,piecewise_125,common_14,unified_v1__fd001__cnn_1d__seed23__quantile,quantile,completed,results/uq_reference/uq_ref_v1__unified__fd001__cnn_1d__seed23__cqr,artifact_validation_pass
uq_ref_v1__unified__fd001__cnn_1d__seed37__residual_split_cp,unified_reference,C-MAPSS,FD001,cnn_1d,37,residual_split_cp,piecewise_125,common_14,unified_v1__fd001__cnn_1d__seed37__point,point,completed,results/uq_reference/uq_ref_v1__unified__fd001__cnn_1d__seed37__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__cnn_1d__seed37__cqr,unified_reference,C-MAPSS,FD001,cnn_1d,37,cqr,piecewise_125,common_14,unified_v1__fd001__cnn_1d__seed37__quantile,quantile,completed,results/uq_reference/uq_ref_v1__unified__fd001__cnn_1d__seed37__cqr,artifact_validation_pass
uq_ref_v1__unified__fd001__cnn_1d__seed53__residual_split_cp,unified_reference,C-MAPSS,FD001,cnn_1d,53,residual_split_cp,piecewise_125,common_14,unified_v1__fd001__cnn_1d__seed53__point,point,completed,results/uq_reference/uq_ref_v1__unified__fd001__cnn_1d__seed53__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__cnn_1d__seed53__cqr,unified_reference,C-MAPSS,FD001,cnn_1d,53,cqr,piecewise_125,common_14,unified_v1__fd001__cnn_1d__seed53__quantile,quantile,completed,results/uq_reference/uq_ref_v1__unified__fd001__cnn_1d__seed53__cqr,artifact_validation_pass
uq_ref_v1__unified__fd001__cnn_1d__seed71__residual_split_cp,unified_reference,C-MAPSS,FD001,cnn_1d,71,residual_split_cp,piecewise_125,common_14,unified_v1__fd001__cnn_1d__seed71__point,point,completed,results/uq_reference/uq_ref_v1__unified__fd001__cnn_1d__seed71__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__cnn_1d__seed71__cqr,unified_reference,C-MAPSS,FD001,cnn_1d,71,cqr,piecewise_125,common_14,unified_v1__fd001__cnn_1d__seed71__quantile,quantile,completed,results/uq_reference/uq_ref_v1__unified__fd001__cnn_1d__seed71__cqr,artifact_validation_pass
uq_ref_v1__unified__fd001__transformer__seed11__residual_split_cp,unified_reference,C-MAPSS,FD001,transformer,11,residual_split_cp,piecewise_125,common_14,unified_v1__fd001__transformer__seed11__point,point,completed,results/uq_reference/uq_ref_v1__unified__fd001__transformer__seed11__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__transformer__seed11__cqr,unified_reference,C-MAPSS,FD001,transformer,11,cqr,piecewise_125,common_14,unified_v1__fd001__transformer__seed11__quantile,quantile,completed,results/uq_reference/uq_ref_v1__unified__fd001__transformer__seed11__cqr,artifact_validation_pass
uq_ref_v1__unified__fd001__transformer__seed23__residual_split_cp,unified_reference,C-MAPSS,FD001,transformer,23,residual_split_cp,piecewise_125,common_14,unified_v1__fd001__transformer__seed23__point,point,completed,results/uq_reference/uq_ref_v1__unified__fd001__transformer__seed23__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__transformer__seed23__cqr,unified_reference,C-MAPSS,FD001,transformer,23,cqr,piecewise_125,common_14,unified_v1__fd001__transformer__seed23__quantile,quantile,completed,results/uq_reference/uq_ref_v1__unified__fd001__transformer__seed23__cqr,artifact_validation_pass
uq_ref_v1__unified__fd001__transformer__seed37__residual_split_cp,unified_reference,C-MAPSS,FD001,transformer,37,residual_split_cp,piecewise_125,common_14,unified_v1__fd001__transformer__seed37__point,point,completed,results/uq_reference/uq_ref_v1__unified__fd001__transformer__seed37__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__transformer__seed37__cqr,unified_reference,C-MAPSS,FD001,transformer,37,cqr,piecewise_125,common_14,unified_v1__fd001__transformer__seed37__quantile,quantile,completed,results/uq_reference/uq_ref_v1__unified__fd001__transformer__seed37__cqr,artifact_validation_pass
uq_ref_v1__unified__fd001__transformer__seed53__residual_split_cp,unified_reference,C-MAPSS,FD001,transformer,53,residual_split_cp,piecewise_125,common_14,unified_v1__fd001__transformer__seed53__point,point,completed,results/uq_reference/uq_ref_v1__unified__fd001__transformer__seed53__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__transformer__seed53__cqr,unified_reference,C-MAPSS,FD001,transformer,53,cqr,piecewise_125,common_14,unified_v1__fd001__transformer__seed53__quantile,quantile,completed,results/uq_reference/uq_ref_v1__unified__fd001__transformer__seed53__cqr,artifact_validation_pass
uq_ref_v1__unified__fd001__transformer__seed71__residual_split_cp,unified_reference,C-MAPSS,FD001,transformer,71,residual_split_cp,piecewise_125,common_14,unified_v1__fd001__transformer__seed71__point,point,completed,results/uq_reference/uq_ref_v1__unified__fd001__transformer__seed71__residual_split_cp,artifact_validation_pass
uq_ref_v1__unified__fd001__transformer__seed71__cqr,unified_reference,C-MAPSS,FD001,transformer,71,cqr,piecewise_125,common_14,unified_v1__fd001__transformer__seed71__quantile,quantile,completed,results/uq_reference/uq_ref_v1__unified__fd001__transformer__seed71__cqr,artifact_validation_pass
